Streptococcus downei
Streptococcus equisimilis
Streptococcus mutans
Streptococcus phage cp-1
Streptococcus pneumoniae
Streptococcus pneumoniae serotype
Streptococcus pneumoniae serotype 4
Streptococcus pyogenes
Streptococcus pyogenes serotype
Streptococcus pyogenes serotype m1
Streptococcus pyogenes serotype m3
Streptococcus sanguis
Streptococcus sp. group
Streptococcus uberis
Streptomyces albogriseolus
Streptomyces albus
Streptomyces antibioticus
Streptomyces aureofaciens
Streptomyces avidinii
Streptomyces carbophilus
Streptomyces carzinostaticus
Streptomyces chartreusis
Streptomyces clavuligerus
Streptomyces coelicolor
Streptomyces exfoliatus
Streptomyces globisporus
Streptomyces griseolus
Streptomyces griseus
Streptomyces halstedii
Streptomyces hygroscopicus
Streptomyces lavendulae
Streptomyces lividans
Streptomyces longisporus
Streptomyces macromomyceticus
Streptomyces mobaraensis
Streptomyces nigrescens
Streptomyces peucetius
Streptomyces plicatus
Streptomyces pristinaespiralis
Streptomyces reticuli
Streptomyces rimosus
Streptomyces scabies
Streptomyces sp.
Streptomyces tendae
Streptomyces violaceoniger
Struthio camelus
Suid herpesvirus 1
Sulfolobus acidocaldarius
Sulfolobus shibatae
Sulfolobus solfataricus
Sulfolobus tokodaii
Sunn-hemp mosaic virus
Sus scrofa
Symbiobacterium thermophilum
Synanceia horrida
Synanceia verrucosa
Synechococcus elongatus
Synechococcus lividus
Synechococcus sp.
Synechococcus sp. ja-3-3ab
Synechocystis sp.
Synechocystis sp. pcc 6714
Synechocystis sp. pcc 6803
Synechocystis sp. pcc6803
Syntrophobacter fumaroxidans
Tacaribe virus
Tachyglossus aculeatus
Tachypleus tridentatus
Talaromyces emersonii
Tannerella forsythia atcc 43037
Tellina virus 1
Tetrahymena pyriformis
Tetrahymena thermophila
Thauera aromatica
Thauera selenatis
Thermoactinomyces sp. cdf
Thermoactinomyces thalpophilus
Thermoanaerobacter brockii
Thermoanaerobacter saccharolyticum
Thermoanaerobacter thermohydrosulfuricus
Thermoanaerobacter thermosulfurogenes
Thermoascus aurantiacus
Thermobifida fusca
Thermobifida fusca yx
Thermococcus aggregans
Thermococcus gammatolerans ej3
Thermococcus kodakarensis
Thermococcus litoralis
Thermococcus onnurineus na1
Thermococcus sibiricus mm 739
Thermococcus sp. am4
Thermomonospora fusca
Thermoplasma acidophilum
Thermoproteus tenax virus
Thermosynechococcus elongatus
Thermosynechococcus elongatus bp-1
Thermosynechococcus vulcanus
Thermotoga maritima
Thermus aquaticus
Thermus aquaticus y51mc23
Thermus thermophilus
Thermus thermophilus hb27
Thermus thermophilus hb8
Thioalkalivibrio sp. k90mix
Thiobacillus ferrooxidans
Thiobacillus neapolitanus
Thiobacillus thioparus
Thunnus albacares
Tobacco etch virus
Tobacco mild green mosaic virus
Tobacco mosaic virus
Tobacco ringspot virus
Tobacco vein mottling virus
Todarodes pacificus
Tomato black ring virus (strain mj)
Tomato chocolate spot virus
Tomato marchitez virus
Tomato ringspot virus (isolate raspberry)
Torpedo californica
Torpedo marmorata
Torulaspora globosa
Toxoplasma gondii
Toxoplasma gondii me49
Trametes versicolor
Transmissible gastroenteritis virus
Treponema hyodysenteriae
Treponema maltophilum
Treponema pallidum
Trichoderma harzianum
Trichoderma koningii
Trichoderma reesei
Trichodesmium erythraeum ims101
Trichosanthes anguina
Trichosanthes kirilowii
Trichosporon cutaneum
Triticum aestivum
Tropaeolum majus
Truepera radiovictrix dsm 17093
Trypanosoma brucei
Trypanosoma brucei brucei
Trypanosoma cruzi
Tulipa bakeri
Tupaia glis
Turnip mosaic virus
Turnip yellow mosaic virus
Tursiops truncatus
Ty1 transposon
Uncultured archaeon
Ureaplasma urealyticum
Uria lomvia
Urtica dioica
Ustilago maydis p4 virus
Ustilago sphaerogena
Uukuniemi virus
Vaccaria hispanica
Vaccinia virus
Vanderwaltozyma polyspora
Varanus varius
Veronica hederifolia
Vespa basalis
Vespula lewisii
Vibrio alginolyticus
Vibrio anguillarum
Vibrio cholerae
Vibrio cholerae nctc 8457
Vibrio cholerae serotype
Vibrio cholerae v52
Vibrio furnissii
Vibrio harveyi
Vibrio mimicus
Vibrio parahaemolyticus
Vibrio proteolyticus
Vicia faba
Vigna mungo
Vigna radiata var. radiata
Viscum album
Volvox carteri
Walleye dermal sarcoma virus
Walleye epidermal hyperplasia virus type 1
Walleye epidermal hyperplasia virus type 2
West nile virus
White bream virus
Wickerhamomyces anomalus
Wolinella succinogenes
X_human             reviewed;         885 aa
Xanthobacter autotrophicus
Xanthomonas campestris pv.
Xanthomonas campestris pv. glycines
Xanthomonas manihotis
Xenopus laevis
Xiphias gladius
Xylella fastidiosa
Yarrowia lipolytica
Yellow fever virus
Yersinia enterocolitica
Yersinia pestis
Yersinia pseudotuberculosis
Zaire ebolavirus
Zaire ebolavirus (strain mayinga-76)
Zalophus californianus
Zea mays
Zinnia elegans
Ziphius cavirostris
Zygosaccharomyces bailii
Zygosaccharomyces bisporus
Zygosaccharomyces rouxii
Zymomonas mobilis
[clostridium] difficile
